Wavelength,Rhodophyceae_BAG1,Rhodophyceae_BAG2,Bare Mud_BM1,Bare Mud_BM2,Bare Mud_BM3,Bare Mud_BM4,Bare Mud_BM5,Bare Mud_BM6,Bare Mud_BM7,Bare Mud_BM8,Bare Mud_BM9,Bare Sediment_BS011,Bare Sediment_BS012,Bare Sediment_BS013,Bare Sediment_BS014,Bare Sediment_BS015,Bare Sediment_BS016,Bare Sediment_BS017,Bare Sediment_BS018,Bare Sediment_BS019,Bare Sediment_BS020,Bare Sediment_BS021,Bare Sediment_BS022,Bare Sediment_BS023,Bare Sediment_BS024,Bare Sediment_BS025,Bare Sediment_BS026,Bare Sediment_BS027,Bare Sediment_BS028,Bare Sediment_BS029,Bare Sediment_BS10,Bare Sediment_BS11,Bare Sediment_BS12,Bare Sediment_BS7,Bare Sediment_BS8,Bare Sediment_BS9,EUG_EUG1,EUG_EUG2,Ulvophyceae_GA2,Ulvophyceae_GAG1,Ulvophyceae_GAG2,Magnoliosida_MAGNO4,Magnoliosida_MAGNO5,Bacillariophyceae_MPB1,Phaeophyceae_PHEO1,Phaeophyceae_PHEO2,Phaeophyceae_PHEO3,Phaeophyceae_PHEO4,Ulvophyceae_TUL02,Ulvophyceae_TUL03,Ulvophyceae_TULV,Magnoliosida_TZ01,Magnoliosida_TZ02,Magnoliosida_TZ03,Magnoliosida_TZ04,Magnoliosida_TZ05,Magnoliosida_TZ06,Magnoliosida_TZ07,Ulvophyceae_ULV1,Magnoliosida_ZG1,Magnoliosida_ZG2,Magnoliosida_ZG3,Magnoliosida_ZW1,Magnoliosida_ZW2,Magnoliosida_ZW3,Magnoliosida_ZW4,Magnoliosida_ZW5
400,0.018447918245989306,0.019380926677272727,0.07986815161471862,0.06901980192207792,0.059741353168831175,0.061064900155844155,0.07332428955411255,0.054586083181818186,0.06718809836363636,0.06837302899999999,0.06356513836363636,0.05024708818181818,0.05143273527272727,0.047637457545454544,0.07604730636363637,0.07591076727272726,0.05694545454545454,0.07380909090909092,0.0433090909090909,0.06663636363636363,0.04726363636363637,0.030654545454545455,0.05627272727272727,0.07824214245454546,0.06589319145454545,0.04175369672727273,0.04298024872727273,0.03794421372727273,0.05910781600000001,0.05944257863636364,0.14070898863636364,0.075537224,0.08038227327272728,0.13695624854545455,0.048913103181818185,0.13286806172727272,0.0780035740030303,0.06833551665757576,0.06101349918181818,0.046054599372549014,0.033300938887559806,0.038297413363636366,0.03558958518181818,0.04480194052164502,0.02869620809090909,0.023539271636363636,0.01982230363636364,0.021425692454545456,0.030350213571847504,0.011547008690014902,0.025843038668181818,0.018329009281818184,0.020324305227272726,0.02058820363170163,0.025591563877272728,0.02996962319318182,0.02653847899545455,0.024877311449999998,0.025542507419696967,0.029614055563636364,0.031559526796969696,0.024738234290909097,0.047420833727272724,0.03071348144717445,0.04045348833677686,0.04303815668328446,0.10630966089135253
401,0.01847906760160428,0.019353261070454545,0.08027114333766233,0.06929263190909091,0.05987989391774892,0.06119310498701298,0.0733931811125541,0.05460216863636364,0.06729443036363636,0.06837419327272726,0.06360457545454545,0.050295361909090903,0.05142748436363636,0.04776287090909092,0.07638410545454545,0.07609811272727272,0.05719090909090909,0.07410909090909092,0.04347272727272727,0.06667272727272727,0.04722727272727272,0.03073636363636363,0.05628181818181818,0.078488963,0.06603976172727272,0.04207277218181818,0.043064873272727275,0.03806434181818182,0.05940767200000001,0.05958806463636364,0.14103961845454546,0.07549132627272727,0.08020938327272728,0.137648632,0.048943914636363633,0.13314903036363634,0.0779848957,0.06831272108484848,0.06139240636363636,0.046141874955436715,0.03340511059569378,0.038064119818181814,0.03539046872727273,0.044646242575757576,0.02862219790909091,0.023632002454545453,0.01985272990909091,0.021575137454545455,0.03001670874193548,0.01136988628614009,0.025745098872727277,0.018232254095454547,0.020215536204545453,0.020694847097902095,0.025447272159090907,0.029761986393181818,0.026330476172727272,0.02471040893409091,0.02514939061818182,0.02957881903181818,0.03149656626060606,0.024656479436363635,0.04731827560695187,0.030617209646191648,0.04055580963429752,0.04296632099706745,0.1062237457405765
402,0.018460554018716577,0.019303602629545457,0.08068060018181819,0.06956450685281385,0.06011104011255411,0.061347335523809526,0.0734542992164502,0.05460558372727273,0.06739855209090909,0.06842358736363635,0.06369728499999999,0.050381054545454544,0.05139324809090909,0.04790459590909091,0.07667429,0.07631111454545454,0.05748181818181818,0.07415454545454546,0.04353636363636363,0.06678181818181818,0.04721818181818182,0.030845454545454544,0.05627272727272727,0.0787418870909091,0.06625605254545454,0.04253656472727273,0.04311065027272727,0.03830691963636364,0.05953101245454546,0.05971808045454546,0.14146711863636363,0.075513172,0.08012198536363636,0.13830477327272728,0.04901822763636363,0.13352629427272728,0.07799851810303031,0.06817183936363637,0.06164734881818181,0.046027409074866306,0.033394561447368416,0.03784640227272727,0.03524588481818182,0.04448664938961039,0.028465105909090908,0.023813809818181816,0.01996798309090909,0.021800216454545454,0.02944556033431085,0.010970237833084947,0.025610393068181816,0.0181124023,0.020091246075,0.020528417407925405,0.025127677127272728,0.029301123038636367,0.025955064275,0.02428714027272727,0.024757681015151512,0.029534755247727272,0.03143250555151515,0.024564189230303034,0.047215077473262035,0.030534835366093364,0.040521843741735536,0.04288720470381232,0.10608025567849223
403,0.018476343328877005,0.0192677818,0.08108960875324676,0.06990616341125541,0.06026104186147186,0.06142815987445888,0.07353227953679653,0.05471214090909091,0.06757870836363636,0.06860801281818181,0.06388884445454544,0.050316995090909096,0.051364635454545456,0.04809845390909091,0.07681484727272726,0.07657626909090909,0.05745454545454545,0.07414545454545454,0.04354545454545455,0.06693636363636363,0.04729090909090909,0.03089090909090909,0.05637272727272727,0.07902585472727273,0.06641350727272727,0.04291480109090909,0.04331816836363636,0.03862704363636364,0.059804346636363644,0.05984739636363637,0.14201378,0.0756710360909091,0.08017795890909091,0.13904148945454545,0.049192974090909086,0.13401295772727273,0.07796921317878788,0.06787711991818181,0.06193085836363636,0.045766061875222815,0.03330236551435407,0.03779532090909091,0.035186104090909096,0.044339737556277056,0.028368554,0.023886441818181815,0.020016847272727276,0.021862256,0.029131740023460407,0.010847277557377048,0.02539072766818182,0.017896391988636365,0.01987782424772727,0.02038345033100233,0.025052856547727275,0.02915533353409091,0.025876309304545455,0.024234180304545452,0.02432883605,0.029459220840909087,0.03136013012727273,0.024503005381818186,0.0470931780828877,0.030458347162162166,0.040389640328512395,0.04280260495014663,0.10605764511308204
404,0.018561362970588233,0.01925905015227273,0.08145222693073594,0.07019183224242424,0.06027412319913421,0.06142915865367966,0.0737254933939394,0.05487845636363637,0.06777461836363637,0.06882079309090909,0.06410681009090909,0.05027388227272727,0.051465039272727275,0.048275980818181824,0.07683397545454546,0.07687664909090909,0.057281818181818184,0.0742,0.043454545454545454,0.06711818181818181,0.047372727272727275,0.030945454545454543,0.05642727272727273,0.07929480554545455,0.06663359136363636,0.04318877936363636,0.04357527154545455,0.038949267090909095,0.06006995163636364,0.06002286827272727,0.14261036754545453,0.07586808109090909,0.08036320618181819,0.1398080381818182,0.049400189454545454,0.13453956672727274,0.07791519144242424,0.06757104274545454,0.06227761063636363,0.04549389465418895,0.03319451471052631,0.03780614836363636,0.03516684109090909,0.0442279596017316,0.02833441118181818,0.02393184118181818,0.02009942690909091,0.021879704,0.029023284876832842,0.010945516652757078,0.025195713077272728,0.017711744722727272,0.01969613888409091,0.02032763690909091,0.025167295572727275,0.02928788565,0.02603734570909091,0.02445826625227273,0.024083939718181815,0.02942043496590909,0.0313210905969697,0.024485693042424247,0.046978355529411764,0.03040241988697789,0.040272928285123966,0.04263740331378299,0.10603118357206208
405,0.018676867836898394,0.01927033837727273,0.08179868561904763,0.07039046700432901,0.06026853092640693,0.06143634412121213,0.07402980822077922,0.05503792709090909,0.06793164072727273,0.06896609981818182,0.06428345154545455,0.05036535509090909,0.05157684927272727,0.04837292945454546,0.07685815363636363,0.07717841909090908,0.05730909090909091,0.07437272727272727,0.04327272727272727,0.06727272727272728,0.04742727272727272,0.031154545454545456,0.05639090909090909,0.07953671663636364,0.06696316181818182,0.04357383290909091,0.043663711636363636,0.03917323072727273,0.06024588590909092,0.060137903545454556,0.14322151909090908,0.076034297,0.08064097963636364,0.1405498890909091,0.049560025,0.13507833945454545,0.0778624912060606,0.0673159908,0.06265068672727271,0.04530077435294117,0.03311494850239234,0.03777687936363636,0.035133585,0.044150711967532466,0.028283483636363637,0.024071250363636363,0.020298143454545454,0.02200659090909091,0.02891397023167155,0.011030368159463486,0.025140544945454545,0.01771651854318182,0.019691550774999997,0.020403338314685313,0.025278730365909094,0.02944730582727273,0.026218447261363634,0.024661724884090908,0.024057626316666667,0.02945793091590909,0.031338678218181815,0.024490753203030305,0.04688916906149732,0.030372182395577395,0.0402325584607438,0.04239492009090909,0.10587176598669622
406,0.018774994697860963,0.019272374638636364,0.08226152667532469,0.07078131822943723,0.06030775666666666,0.061439505839826845,0.07422675799134199,0.05509342390909091,0.06806590654545454,0.06906250890909091,0.06438336909090908,0.05048518118181819,0.05171184936363637,0.048546800636363636,0.07691235,0.0773143,0.05752727272727273,0.07446363636363637,0.04318181818181818,0.0674,0.04747272727272727,0.0313,0.056499999999999995,0.07972765463636364,0.06723092118181818,0.043906434363636365,0.043704425,0.03940135609090909,0.06047845290909091,0.06022918700000001,0.14390090236363637,0.07621648381818182,0.08091419490909091,0.14124808,0.04963877781818182,0.13573745472727272,0.07774411475757576,0.06714840455454546,0.06313377772727272,0.045246165531194295,0.03311451736363636,0.03768134436363636,0.03502059590909091,0.044051444363636366,0.028337205636363636,0.024180103909090908,0.020385903181818182,0.022105052363636364,0.02874347547507331,0.0110371120461997,0.02505483695909091,0.01769630099090909,0.019673172561363635,0.020603385307692304,0.025335732302272727,0.029510847243181818,0.02627618475,0.02475474194318182,0.023843099639393937,0.029472561545454544,0.03130235702424242,0.024471365654545454,0.04679494194117648,0.030338725653562656,0.040299416979338844,0.042370646906158355,0.10572910317516629
407,0.01882538694117647,0.019295254170454548,0.08273741722077922,0.0712251114935065,0.060412099251082256,0.061457572463203464,0.07434158215151515,0.055135660727272724,0.06823820136363636,0.06918753618181818,0.06449955636363636,0.05051257781818182,0.05173422218181818,0.04882015118181818,0.0769774390909091,0.07735843818181819,0.05779090909090909,0.07450909090909091,0.043163636363636355,0.06755454545454545,0.047590909090909086,0.031318181818181814,0.05671818181818182,0.07987459899999999,0.0673829300909091,0.04407508081818182,0.043867155454545455,0.039591879,0.06074036209090909,0.060414869272727274,0.14471518027272728,0.07648838436363636,0.08124780572727273,0.14196520254545456,0.049733933,0.1365684029090909,0.07757467646060606,0.06718862367272728,0.06371203227272727,0.04529927395187166,0.03317798620095694,0.03761745418181818,0.03493491963636364,0.0439850848008658,0.02848738718181818,0.02427583045454545,0.020410143454545455,0.022174604,0.028556950882697944,0.011032026378539493,0.02490855107727273,0.017592560456818184,0.019577356027272726,0.020846860745920744,0.02537290488409091,0.02956546321136364,0.02629117301818182,0.024804211231818182,0.023515449319696968,0.02952489901590909,0.03130271517272727,0.024485130406060606,0.046732130224598926,0.03034845834889435,0.04038668518801653,0.04251690549853372,0.10563018069844789
408,0.018795922711229946,0.01935622833409091,0.0830789936926407,0.07146456712987014,0.06058682295670996,0.06154071154978356,0.07451692312987013,0.055334829545454545,0.06854601863636364,0.06944283845454545,0.06477881618181819,0.05054344763636364,0.05171492900000001,0.049150270909090917,0.07709508272727272,0.07757384454545455,0.05793636363636363,0.0746,0.0431,0.0678,0.047836363636363635,0.0314,0.056836363636363636,0.08002637427272728,0.06742774727272727,0.04420014472727273,0.04415803109090909,0.039733348545454544,0.06096756336363637,0.06064718572727273,0.14573488481818184,0.07696481418181819,0.08179381363636364,0.14283133336363638,0.04999734172727273,0.13758189827272727,0.07744740311818182,0.06733490192424242,0.06424168163636362,0.04537206639572192,0.03326123605502392,0.037757821727272725,0.035053749,0.04399454530952381,0.02855909490909091,0.024430775818181816,0.020516177363636364,0.022267624727272728,0.02838249917888563,0.011042906900149032,0.024800591568181818,0.017535486329545456,0.01949889833409091,0.02101499185081585,0.02540850044090909,0.029652210772727273,0.026358381259090912,0.024870681370454548,0.023325387357575757,0.029658884965909085,0.03142434775454545,0.024553463218181817,0.046709647377005344,0.030400706525798526,0.04028023489876033,0.04252731070087976,0.10555281996452327
409,0.018789156631016043,0.019430197847727274,0.08335606644155845,0.07161565141558442,0.06063632236796537,0.0615705154978355,0.07471592454545455,0.055499032727272725,0.06880065536363636,0.06967040681818182,0.06503649345454544,0.05067769309090909,0.05175450018181818,0.04938898090909091,0.07720139000000001,0.07785081363636363,0.05813636363636363,0.07472727272727274,0.0431090909090909,0.06799090909090909,0.048027272727272724,0.03144545454545455,0.05694545454545454,0.08023038436363637,0.06748078072727272,0.04438599863636364,0.04454020109090909,0.039923641909090916,0.061212155,0.060845574363636364,0.14674118163636363,0.07741760590909091,0.082295259,0.14370076627272726,0.05023609936363637,0.13857659945454545,0.07743879886060606,0.0673887768030303,0.06470370772727273,0.045333125308377895,0.033291504196172245,0.03785972,0.03516120263636364,0.04403001362121212,0.028581871727272726,0.02464140327272727,0.020658047,0.02241753781818182,0.028164733058651026,0.010980182461997019,0.02476503595909091,0.017535411654545453,0.0194723954,0.021144080128205126,0.025410873045454543,0.02966499508181818,0.026370047990909088,0.02489531033636364,0.023189581295454544,0.02981391951590909,0.03157565616969697,0.024635008345454547,0.04668627965240642,0.030457413648648648,0.04019113448140496,0.04242834131378299,0.1055082898713969
